2568.300049,2568.300049,333.8790064
2540.100098,2540.100098,330.2130127
2552.399902,2552.399902,331.8119873
2583.899902,2583.899902,335.9069873
2607.100098,2607.100098,338.9230127
2603.300049,2603.300049,338.4290064
2561.699951,2561.699951,333.0209936
2614.899902,2614.899902,339.9369873
2590.800049,2590.800049,336.8040064
2578.199951,2578.199951,335.1659936
2559.100098,2559.100098,332.6830127
2542.600098,2542.600098,330.5380127
2460.5,2460.5,319.865
2449.899902,2449.899902,318.4869873
2533.899902,2533.899902,329.4069873
2536.899902,2536.899902,329.7969873
2499.399902,2499.399902,324.9219873
2484.399902,2484.399902,322.9719873
2524,2524,328.12
2553.300049,2553.300049,331.9290064
2585.199951,2585.199951,336.0759936
2606.399902,2606.399902,338.8319873
2636.600098,2636.600098,342.7580127
2672.399902,2672.399902,347.4119873
2673.600098,2673.600098,347.5680127
2713.699951,2713.699951,352.7809936
2694.899902,2694.899902,350.3369873
2739.5,2739.5,356.135
2754.699951,2754.699951,358.1109936
2740.5,2740.5,356.265
2766.100098,2766.100098,359.5930127
2792.100098,2792.100098,362.9730127
2801.5,2801.5,364.195
2775.800049,2775.800049,360.8540064
2827.399902,2827.399902,367.5619873
2879,2879,374.27
2848.199951,2848.199951,370.2659936
2873.600098,2873.600098,373.5680127
2843.600098,2843.600098,369.6680127
2877.899902,2877.899902,374.1269873
2894.300049,2894.300049,376.2590064
2939.100098,2939.100098,382.0830127
2890.899902,2890.899902,375.8169873
2798.399902,2798.399902,363.7919873
2798.600098,2798.600098,363.8180127
2820.399902,2820.399902,366.6519873
2731.100098,2731.100098,355.0430127
2760.899902,2760.899902,358.9169873
2750.100098,2750.100098,357.5130127
2721.199951,2721.199951,353.7559936
2669.600098,2669.600098,347.0480127
2629.300049,2629.300049,341.8090064
2724,2724,354.12
2721.300049,2721.300049,353.7690064
2780.600098,2780.600098,361.4780127
2813.399902,2813.399902,365.7419873
2828.100098,2828.100098,367.6530127
2831.5,2831.5,368.095
2783.100098,2783.100098,361.8030127
2798.699951,2798.699951,363.8309936
2774.899902,2774.899902,360.7369873
2713.800049,2713.800049,352.7940064
2695.899902,2695.899902,350.4669873
2709.399902,2709.399902,352.2219873
2680,2680,348.4
2664.699951,2664.699951,346.4109936
2729.600098,2729.600098,354.8480127
2785.5,2785.5,362.115
2766.399902,2766.399902,359.6319873
2708.899902,2708.899902,352.1569873
2668.399902,2668.399902,346.8919873
2693.600098,2693.600098,350.1680127
2721.100098,2721.100098,353.7430127
2713.399902,2713.399902,352.7419873
2716.899902,2716.899902,353.1969873
2719.899902,2719.899902,353.5869873
2707.600098,2707.600098,351.9880127
2636.5,2636.5,342.745
2617.100098,2617.100098,340.2230127
2589.5,2589.5,336.635
2659.899902,2659.899902,345.7869873
2685.399902,2685.399902,349.1019873
2695.800049,2695.800049,350.4540064
2713.800049,2713.800049,352.7940064
2792.899902,2792.899902,363.0769873
2785.600098,2785.600098,362.1280127
2805.100098,2805.100098,364.6630127
2846.899902,2846.899902,370.0969873
2853.399902,2853.399902,370.9419873
2833.5,2833.5,368.355
2853.899902,2853.899902,371.0069873
2872.199951,2872.199951,373.3859936
2875.399902,2875.399902,373.8019873
2881.5,2881.5,374.595
2887.300049,2887.300049,375.3490064
2871,2871,373.23
